text,label,page,line_count,avg_font_size,max_font_size,has_bold,has_italic,block_index,relative_position,prev_font_size,prev_text_length,next_font_size,next_text_length,word_count,char_count,avg_word_length,y_position,x_position,width,height,is_top_quarter,is_left_aligned,font_size_ratio,is_large_font,font_emphasis_score,all_caps_ratio,digit_ratio,punct_ratio,has_colon,starts_with_number,title_pattern_score,heading_pattern_score,is_first_block,is_early_block,font_larger_than_prev,font_larger_than_next,content_word_ratio,semantic_density,position_font_interaction,pattern_position_interaction
# % # %,Paragraph,9.0,4.0,10.020000457763672,10.020000457763672,1,0,103.0,0.7862595419847328,10.020000457763672,17.0,10.020000457763672,3.0,4.0,7.0,1.0,396.652099609375,389.93975830078125,151.52392578125,11.182342529296875,0,0,0.9735085798113229,0,2.0,0.0,0.0,0.5714285714285714,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.7654304100806584,0.0
# %,Paragraph,9.0,2.0,10.020000457763672,10.020000457763672,1,0,104.0,0.7938931297709924,10.020000457763672,7.0,10.020000457763672,11.0,2.0,3.0,1.0,396.6527099609375,244.7395782470703,47.90376281738281,11.182342529296875,0,0,0.9735085798113229,0,2.0,0.0,0.0,0.6666666666666666,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.772861773285325,0.0
1990 Census,Paragraph,9.0,2.0,10.020000457763672,10.020000457763672,1,0,105.0,0.8015267175572519,10.020000457763672,3.0,10.020000457763672,11.0,2.0,11.0,5.0,416.75189208984375,119.63999938964844,37.9437255859375,22.882354736328125,0,0,0.9735085798113229,0,2.0,0.09090909090909091,0.36363636363636365,0.0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.7802931364899917,0.0
2000 Census,Paragraph,9.0,2.0,10.020000457763672,10.020000457763672,1,0,106.0,0.8091603053435115,10.020000457763672,11.0,10.020000457763672,4.0,2.0,11.0,5.0,416.75189208984375,319.8599853515625,37.943756103515625,22.882354736328125,0,0,0.9735085798113229,0,2.0,0.09090909090909091,0.36363636363636365,0.0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.7877244996946582,0.0
Data,Paragraph,9.0,1.0,10.020000457763672,10.020000457763672,1,0,107.0,0.816793893129771,10.020000457763672,11.0,10.020000457763672,4.0,1.0,4.0,4.0,440.15191650390625,126.72000122070312,23.841598510742188,11.18231201171875,0,0,0.9735085798113229,0,2.0,0.25,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.7951558628993248,0.0
Data,Paragraph,9.0,1.0,10.020000457763672,10.020000457763672,1,0,108.0,0.8244274809160306,10.020000457763672,4.0,10.240975827705569,1020.0,1.0,4.0,4.0,440.15191650390625,326.94000244140625,23.841583251953125,11.18231201171875,0,0,0.9735085798113229,0,2.0,0.25,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.8025872261039915,0.0
"Middle 38.0 35.6 69 61.1 39.4 120 60.3 189 60.6 Upper 62.0 64.4 44 38.9 60.6 79 39.7 123 39.4 Total 100.0 100.0 113 100.0 100.0 199 100.0 312 100.0 Source: HMDA LAR, CRA Wiz Of particular note is the Bank’s lending to the middle-income census tracts within its assessment area in both 2002 and 2003. For that period, the percentage of the Bank’s HMDA-reportable lending was consistently and significantly above both the aggregate and the demographic data. By dollar volume in 2002, the Bank originated 55.8 percent of its HMDA-reportable lending to the middle-income tracts. This was also well above the 2002 aggregate data by dollar volume of 32.4 percent to those tracts. In 2003, the Bank had 57.4 percent of the dollar volume of its HMDA- reportable lending going to the middle-income census tracts. In conclusion, although lacking low- and moderate-income census tracts within its assessment area, the Bank’s penetration of its middle-income census tracts within its assessment area is considered to be very strong.",Paragraph,9.0,41.0,10.240975827705569,10.979999542236328,1,0,109.0,0.8320610687022901,10.020000457763672,4.0,11.489999771118164,1.0,167.0,1020.0,5.11377245508982,452.0919189453125,59.40000915527344,489.8418731689453,234.70013427734375,0,1,0.9949777822801449,0,2.0,0.03725490196078431,0.11078431372549019,0.045098039215686274,1,0,0.0,0.0,0,0,1,0,0.6467065868263473,0.6574074074074074,0.8278822768590519,0.0
9,Paragraph,9.0,1.0,11.489999771118164,11.489999771118164,0,0,110.0,0.8396946564885496,10.240975827705569,1020.0,10.979999542236328,3538.0,1.0,1.0,1.0,739.7158813476562,297.0,242.81988525390625,12.73199462890625,0,0,1.1163286275647681,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0.937375183451332,0.0
"5. REVIEW OF COMPLAINTS/FAIR LENDING POLICIES AND PRACTICES The Bank received no CRA related complaints in the period under review. The Bank has a satisfactory record of implementing fair lending policies and practices. The following discussion is based on the guidelines of the Division’s Regulatory Bulletin 2-3-101. The institution’s loan policy prohibits discrimination against all the prohibited classes listed under the Equal Credit Opportunity Act and the Fair Housing Act. In the area of fair lending, the Bank’s compliance policy addresses second review and employee training. As a portfolio mortgage lender, the Bank offers 1-year (1/1), 3-year (3/3), 5-year (5/5), and 5/1 Adjustable Rate Mortgage (ARM) products. In addition, the Bank offers 15-, 20-, and 30-year fixed rate mortgage loans. The maximum loan to value (LTV) for mortgage products is 95 percent, with private mortgage insurance required for LTV’s over 80 percent. All mortgage loan applications are underwritten to FNMA standards. The Bank’s first time homebuyer product consists of a discounted 5/1 ARM with a 95 percent loan to value (LTV), and expanded qualifying ratios. In the twelve months prior to this evaluation, the Bank originated 3 first time homebuyer 5/1 ARMs for a total of $403,000. In addition, the Bank promoted its mortgage products in November 2002, and again in March and April of 2003, by offering a reduced closing cost option via a special $500 off coupon. The coupons appeared in the Bank’s newspaper advertisements and on the Bank’s website. The Bank offers both Home Equity Loans and Home Equity Lines of Credit (HELOC). Home Equity Loans have a fixed interest rate, a maximum term of 15 years and an 80 percent LTV. HELOCs have a variable rate (tied to the Prime Rate), a 10-year draw period (with a 15-year repayment term) and maximum LTV of 80 percent. Currently on HELOCs, the Bank offers two discounted interest rate options; the first is a 2.99% (for the first six months) and the second a 0% interest rate (for the first 2 months). The Bank continues to offer consumer loan products offerings including new and used automobile loans, unsecured personal loans, overdraft protection lines of credit, passbook loans, and other types of secured personal loans. Applications for Home Equity Loans and HELOCs, car loans, and overdraft protection are offered via the Bank’s website, www.barrebank.com. The Bank utilizes two local weekly publications, The Landmark, published in Holden, and The Barre Gazette, published in Barre, to advertise both its banking services and credit products. Both these publications are circulated in the towns within the Bank’s assessment area. In addition, the Bank periodically advertises its loan products in the Worcester Telegram and Gazette, which is circulated throughout all of Worcester County. In March of 2004, the Bank participated as an exhibitor in the Worcester County Home Show, held at the Worcester Centrum. It is the Bank’s policy to provide all staff members with ongoing training opportunities in order to keep staff informed of changes in banking regulations and to enhance job knowledge and skills. The Bank’s lending staff recently attended seminars on the changes to the Home Mortgage Disclosure Act and teleconference (and internet based) training on FNMA’s Desktop Underwriter program. There is a second review committee comprised of three members of senior management. The committee reviews all denied loan applications, including mortgage, equity, and consumer loan requests.",Paragraph,10.0,45.0,10.979999542236328,10.979999542236328,1,0,111.0,0.8473282442748091,11.489999771118164,1.0,11.489999771118164,2.0,555.0,3538.0,5.376576576576577,29.423147201538086,71.99947357177734,474.0883560180664,654.7890110015869,1,1,1.0667787696964968,0,2.0,0.05794234030525721,0.01978518937252685,0.035613340870548335,0,1,0.0,0.0,0,0,0,0,0.6486486486486487,0.6777777777777778,0.9039117819565735,0.0
10,Paragraph,10.0,1.0,11.489999771118164,11.489999771118164,0,0,112.0,0.8549618320610687,10.979999542236328,3538.0,10.979999542236328,567.0,1.0,2.0,2.0,739.7158813476562,297.0,242.81988525390625,12.73199462890625,0,0,1.1163286275647681,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,0.9544183686049926,0.0
"Minority Application Flow For the period reviewed, the Bank received a total of two residential mortgage applications and originations from various minority groups, representing 0.6 percent of all applications received from within its assessment area. The 2002 aggregate data indicated 3.4 percent of all the residential applications from within the assessment area were to minority applicants. In addition, the following table reflects the minority demographics of the Bank’s assessment area based upon both the 1990 and the 2000 census data. Refer to the following.",H2,11.0,8.0,10.979999542236328,10.979999542236328,1,0,113.0,0.8625954198473282,11.489999771118164,2.0,10.020000457763672,55.0,84.0,567.0,5.761904761904762,29.423147201538086,71.99883270263672,471.02918243408203,151.1502170562744,1,1,1.0667787696964968,0,2.0,0.015873015873015872,0.02821869488536155,0.01763668430335097,0,0,0.0,0.0,0,0,0,1,0.6428571428571429,0.7777777777777778,0.9201984807305659,0.0
Distribution of Home Mortgage Loan Applications by Race,Paragraph,11.0,1.0,10.020000457763672,10.020000457763672,1,0,114.0,0.8702290076335878,10.979999542236328,567.0,10.020000457763672,36.0,8.0,55.0,6.0,181.6118927001953,169.9199981689453,273.0122833251953,11.182327270507812,1,0,0.9735085798113229,0,2.0,0.10909090909090909,0.0,0.0,0,0,2.0,0.0,0,0,0,0,0.75,1.0,0.8471754053319909,0.2595419847328244
2002 Aggregate Lending Data (% of #),Paragraph,11.0,5.0,10.020000457763672,10.020000457763672,1,0,115.0,0.8778625954198473,10.020000457763672,55.0,10.020000457763672,30.0,7.0,36.0,4.285714285714286,193.79176330566406,194.39926147460938,52.88365173339844,69.68385314941406,1,0,0.9735085798113229,0,2.0,0.08333333333333333,0.1111111111111111,0.1111111111111111,0,0,0.0,0.0,0,0,0,0,0.5714285714285714,1.0,0.8546067685366575,0.0
Total Race Racial Demographics,Paragraph,11.0,4.0,10.020000457763672,10.020000457763672,1,0,116.0,0.8854961832061069,10.020000457763672,36.0,10.020000457763672,14.0,4.0,30.0,6.75,193.79188537597656,54.90000915527344,480.3316192626953,22.882339477539062,1,1,0.9735085798113229,0,2.0,0.13333333333333333,0.0,0.0,0,0,2.0,0.0,0,0,0,0,1.0,1.0,0.8620381317413242,0.2290076335877862
2002 Bank Data,Paragraph,11.0,2.0,10.020000457763672,10.020000457763672,1,0,117.0,0.8931297709923665,10.020000457763672,30.0,10.020000457763672,19.0,3.0,14.0,4.0,193.79188537597656,266.2200012207031,50.77947998046875,22.882644653320312,1,0,0.9735085798113229,0,2.0,0.14285714285714285,0.2857142857142857,0.0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.8694694949459907,0.0
Racial Demographics,Paragraph,11.0,2.0,10.020000457763672,10.020000457763672,1,0,118.0,0.9007633587786259,10.020000457763672,14.0,10.020000457763672,14.0,2.0,19.0,9.0,193.79188537597656,335.2799987792969,70.218994140625,22.882339477539062,1,0,0.9735085798113229,0,2.0,0.10526315789473684,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.8769008581506572,0.0
2003 Bank Data,Paragraph,11.0,2.0,10.020000457763672,10.020000457763672,1,0,119.0,0.9083969465648855,10.020000457763672,19.0,10.020000457763672,20.0,3.0,14.0,4.0,193.79188537597656,422.640380859375,50.77947998046875,22.882644653320312,1,0,0.9735085798113229,0,2.0,0.14285714285714285,0.2857142857142857,0.0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.8843322213553237,0.0
Per 1990 Census Data,Paragraph,11.0,2.0,10.020000457763672,10.020000457763672,1,0,120.0,0.916030534351145,10.020000457763672,14.0,10.020000457763672,28.0,4.0,20.0,4.25,217.19190979003906,119.10001373291016,61.549842834472656,22.882339477539062,0,0,0.9735085798113229,0,2.0,0.15,0.2,0.0,0,0,2.0,0.0,0,0,0,0,1.0,1.0,0.8917635845599904,0.16793893129770998
Per 2000 Census Data # % # %,Paragraph,11.0,6.0,10.020000457763672,10.020000457763672,1,0,121.0,0.9236641221374046,10.020000457763672,20.0,10.020000457763672,3.0,8.0,28.0,2.625,217.19190979003906,339.6000061035156,206.84542846679688,26.181900024414062,0,0,0.9735085798113229,0,2.0,0.10714285714285714,0.14285714285714285,0.14285714285714285,0,0,0.0,0.0,0,0,0,0,0.5,1.0,0.899194947764657,0.0
# %,Paragraph,11.0,2.0,10.020000457763672,10.020000457763672,1,0,122.0,0.9312977099236641,10.020000457763672,28.0,10.020000457763672,15.0,2.0,3.0,1.0,232.1931915283203,267.2988586425781,47.9638671875,11.182327270507812,0,0,0.9735085798113229,0,2.0,0.0,0.0,0.6666666666666666,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.9066263109693236,0.0
Native American,Paragraph,11.0,2.0,10.020000457763672,10.020000457763672,0,0,123.0,0.9389312977099237,10.020000457763672,3.0,10.020000457763672,29.0,2.0,15.0,7.0,264.23187255859375,54.90000915527344,43.70525360107422,22.702362060546875,0,1,0.9735085798113229,0,0.0,0.13333333333333333,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.9140576741739902,0.0
0.1 0.2 0 0.0 0.1 0 0.0 0 0.0,Paragraph,11.0,9.0,10.020000457763672,10.020000457763672,0,0,124.0,0.9465648854961832,10.020000457763672,15.0,10.020000457763672,202.0,9.0,29.0,2.3333333333333335,264.23187255859375,141.77999877929688,407.1405944824219,11.182342529296875,0,0,0.9735085798113229,0,0.0,0.0,0.5172413793103449,0.20689655172413793,0,1,0.0,0.0,0,0,0,0,0.6666666666666666,0.5,0.9214890373786568,0.0
Asian 0.7 0.5 0 0.0 0.7 1 0.4 1 0.3 Black 0.5 0.4 0 0.0 0.5 1 0.4 1 0.3 Hispanic 0.8 0.3 0 0.0 1.1 0 0.0 0 0.0 Joint Race 0.0 1.0 0 0.0 0.0 0 0.0 0 0.0 Other 0.0 1.0 0 0.0 0.8 0 0.0 0 0.0 Total Minority,Paragraph,11.0,52.0,10.020000457763672,10.020000457763672,1,0,125.0,0.9541984732824428,10.020000457763672,29.0,10.020000457763672,29.0,53.0,202.0,2.830188679245283,287.75189208984375,54.90000915527344,494.0205841064453,83.12265014648438,0,1,0.9735085798113229,0,2.0,0.039603960396039604,0.3712871287128713,0.1485148514851485,0,0,2.0,0.0,0,0,0,0,0.6981132075471698,0.40540540540540543,0.9289204005833234,0.09160305343511443
2.1 3.4 0 0.0 3.2 2 0.8 2 0.6,Paragraph,11.0,9.0,10.020000457763672,10.020000457763672,1,0,126.0,0.9618320610687023,10.020000457763672,202.0,10.061818563576901,308.0,9.0,29.0,2.3333333333333335,347.99188232421875,141.77999877929688,407.1405944824219,11.182342529296875,0,0,0.9735085798113229,0,2.0,0.0,0.5172413793103449,0.20689655172413793,0,1,0.0,0.0,0,0,0,0,0.6666666666666666,1.0,0.93635176378799,0.0
"White 97.9 62.2 130 100.0 96.8 221 98.8 351 99.1 NA 0.0 34.4 0 0.0 0.0 1 0.4 1 0.3 Total 100.0 100.0 130 100.0 100.0 224 100.0 354 100.0 Source: HMDA LAR, CRA Wiz Given the almost non-existent minority population within its assessment area, the Bank’s level of minority applications is considered reasonable.",Paragraph,11.0,33.0,10.061818563576901,10.979999542236328,1,0,127.0,0.9694656488549618,10.020000457763672,29.0,11.489999771118164,2.0,54.0,308.0,4.722222222222222,371.63189697265625,54.90000915527344,499.4080352783203,172.84588623046875,0,1,0.9775714823004235,0,2.0,0.05844155844155844,0.25,0.07792207792207792,1,0,0.0,0.0,0,0,1,0,0.8333333333333334,0.7777777777777778,0.9477219713904869,0.0
11,Paragraph,11.0,1.0,11.489999771118164,11.489999771118164,0,0,128.0,0.9770992366412213,10.061818563576901,308.0,10.979999542236328,1214.0,1.0,2.0,2.0,739.7158813476562,297.0,242.81988525390625,12.73199462890625,0,0,1.1163286275647681,0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,1,1,0.0,0.0,1.0907638498342773,0.0
"THE COMMONWEALTH OF MASSACHUSETTS To the COMMISSIONER OF BANKS: THIS IS TO CERTIFY, that the report of examination of the BARRE SAVINGS BANK for compliance with applicable consumer and fair lending rules and regulations and the Community Reinvestment Act (CRA), as of the close of business JUNE 23, 2004 , has been read to or by the undersigned and the matters referred to therein will have our immediate attention. ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ ______________________________ A majority of the Board of Directors/Trustees Dated at _________________ this ____________ day of __________ 20 ____",Paragraph,12.0,20.0,10.979999542236328,10.979999542236328,1,0,129.0,0.9847328244274809,11.489999771118164,2.0,10.979999542236328,1575.0,108.0,1214.0,10.25,62.48351287841797,71.99899291992188,471.0509338378906,517.4413528442383,1,1,1.0667787696964968,0,2.0,0.07907742998352553,0.006589785831960461,0.586490939044481,1,0,0.0,0.0,0,0,0,0,0.5925925925925926,0.671875,1.0504920709225045,0.0
"PERFORMANCE EVALUATION DISCLOSURE GUIDE Massachusetts General Laws Chapter 167, Section 14, as amended, and the Uniform Interagency Community Reinvestment Act (CRA) Guidelines for Disclosure of Written Evaluations require all financial institutions to take the following actions within 30 business days of receipt of the CRA evaluation of their institution: 1) Make its most current CRA performance evaluation available to the public; 2) At a minimum, place the evaluation in the institution's CRA public file located at the head office and at a designated office in each assessment area; 3) Add the following language to the institution's required CRA public notice that is posted in each depository facility: ""You may obtain the public section of our most recent CRA Performance Evaluation, which was prepared by the Massachusetts Division of Banks, at (Address at main office)."" [Please Note: If the institution has more than one local community, each office (other than off-premises electronic deposit facilities) in that community shall also include the address of the designated office for that assessment area.] 4) Provide a copy of its current evaluation to the public, upon request. In connection with this, the institution is authorized to charge a fee which does not exceed the cost of reproduction and mailing (if applicable). The format and content of the institution's evaluation, as prepared by its supervisory agency, may not be altered or abridged in any manner. The institution is encouraged to include its response to the evaluation in its CRA public file.",H1,13.0,26.0,10.979999542236328,10.979999542236328,1,0,130.0,0.9923664122137404,10.979999542236328,1214.0,12.0,0.0,245.0,1575.0,5.43265306122449,49.58312225341797,71.99957275390625,471.0579833984375,465.9848098754883,1,1,1.0667787696964968,0,2.0,0.05587301587301587,0.006984126984126984,0.02666666666666667,1,0,0.0,0.0,0,0,0,0,0.5795918367346938,0.7605633802816901,1.0586354203095005,0.0
Published on United States Botanic Garden ( http://www.usbg.gov ),Title,0.0,1.0,9.0,9.0,0,0,0.0,0.0,12.0,0.0,9.0,61.0,9.0,65.0,6.333333333333333,70.31401062011719,7.5,263.1240234375,12.366004943847656,1,1,0.9833729216152018,0,0.0,0.07692307692307693,0.0,0.1076923076923077,1,0,0.0,0.0,1,1,0,0,0.6666666666666666,1.0,0.0,0.0
Home > Grow > Gardening Tips > Cultivating Carnivorous Plants,Paragraph,0.0,1.0,9.0,9.0,0,0,1.0,0.043478260869565216,9.0,65.0,12.5,30.0,10.0,61.0,5.2,84.04997253417969,7.5,258.3450012207031,12.366004943847656,1,1,0.9833729216152018,0,0.0,0.11475409836065574,0.0,0.04918032786885246,0,0,2.0,0.0,0,1,0,0,0.7,1.0,0.04275534441805225,1.9130434782608696
Cultivating Carnivorous Plants,H1,0.0,1.0,12.5,12.5,1,0,2.0,0.08695652173913043,9.0,61.0,9.0,145.0,3.0,30.0,9.333333333333334,119.91302490234375,7.5,182.67498779296875,17.212493896484375,1,1,1.365795724465558,1,4.0,0.1,0.0,0.0,0,0,2.0,1.0,0,1,1,1,1.0,1.0,0.1187648456057007,2.739130434782609
"Carnivorous plants fascinate with how they lure, catch, kill and digest insects. There are more than 720 species of carnivorous plants, many with",Paragraph,0.0,1.0,9.0,9.0,0,0,3.0,0.13043478260869565,12.5,30.0,9.0,148.0,23.0,145.0,5.3478260869565215,148.7529754638672,7.5,575.7393188476562,12.365997314453125,1,1,0.9833729216152018,0,0.0,0.013793103448275862,0.020689655172413793,0.027586206896551724,0,0,2.0,0.0,0,1,0,0,0.5652173913043478,0.9230769230769231,0.12826603325415675,1.7391304347826086
"astounding adaptations to inhospitable habitats. Popular carnivorous plants by genera include Byblis (rainbow plant), Cephalotus (Australian pitcher",Paragraph,0.0,1.0,9.0,9.0,0,0,4.0,0.17391304347826086,9.0,145.0,9.0,152.0,17.0,148.0,7.764705882352941,162.48899841308594,7.5,589.2752075195312,12.365997314453125,1,1,0.9833729216152018,0,0.0,0.02702702702702703,0.0,0.033783783783783786,0,0,0.0,0.0,0,1,0,0,0.8823529411764706,1.0,0.171021377672209,0.0
"plant), Darlingtonia (cobra lily), Dionaea (Venus flytrap), Drosera (sundews), Nepenthes (tropical pitcher plants), Pinguicula (butterworts), Sarracenia",Paragraph,0.0,1.0,9.0,9.0,0,0,5.0,0.21739130434782608,9.0,148.0,9.0,150.0,16.0,152.0,8.5625,176.2259979248047,7.5,590.193115234375,12.365997314453125,1,1,0.9833729216152018,0,0.0,0.046052631578947366,0.0,0.1118421052631579,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.21377672209026127,0.0
"(American pitcher plants) and Utricularia (bladderworts). With this kind of variety, there is no one way to grow carnivorous plants, but here are some",Paragraph,0.0,1.0,9.0,9.0,0,0,6.0,0.2608695652173913,9.0,152.0,9.0,32.0,24.0,150.0,5.291666666666667,189.96202087402344,7.5,589.2125244140625,12.365997314453125,1,1,0.9833729216152018,0,0.0,0.02,0.0,0.04666666666666667,0,0,0.0,0.0,0,0,0,0,0.5,1.0,0.2565320665083135,0.0
general tips to get you started:,Paragraph,0.0,1.0,9.0,9.0,0,0,7.0,0.30434782608695654,9.0,150.0,9.0,144.0,6.0,32.0,4.5,203.69798278808594,7.5,121.06797790527344,12.365997314453125,0,1,0.9833729216152018,0,0.0,0.0,0.0,0.03125,1,0,0.0,1.0,0,0,0,0,0.6666666666666666,1.0,0.2992874109263658,0.6956521739130435
"Light . Most carnivorous plants prefer bright light, and many, such as Sarracenia spp., are best with direct sunlight. Flourescent or other cool",H2,0.0,1.0,9.0,9.0,1,0,8.0,0.34782608695652173,9.0,32.0,9.0,142.0,23.0,144.0,5.304347826086956,221.9340057373047,37.5,559.2244873046875,12.456008911132812,0,1,0.9833729216152018,0,2.0,0.027777777777777776,0.0,0.041666666666666664,0,0,2.0,0.0,0,0,0,0,0.6086956521739131,1.0,0.342042755344418,1.3043478260869565
temperature grow lights can be used for indoor cultivation of smaller species. A terrarium of smaller carnivorous plants under such lights can,Paragraph,0.0,1.0,9.0,9.0,0,0,9.0,0.391304347826087,9.0,144.0,9.0,28.0,22.0,142.0,5.5,235.67100524902344,37.5,559.7103881835938,12.365997314453125,0,1,0.9833729216152018,0,0.0,0.007042253521126761,0.0,0.007042253521126761,0,0,0.0,0.0,0,0,0,0,0.5909090909090909,0.8461538461538461,0.3847980997624703,0.0
make a great starter set-up.,Paragraph,0.0,1.0,9.0,9.0,0,0,10.0,0.43478260869565216,9.0,142.0,9.0,140.0,5.0,28.0,4.8,249.40696716308594,37.5,110.54698181152344,12.366012573242188,0,1,0.9833729216152018,0,0.0,0.0,0.0,0.07142857142857142,0,0,0.0,0.0,0,0,0,0,0.8,1.0,0.42755344418052255,0.0
Humidity . Almost all carnivorous plants require high humidity. An indoor terrarium or an outdoor bog garden in humid regions will meet this,H2,0.0,1.0,9.0,9.0,1,0,11.0,0.4782608695652174,9.0,28.0,9.0,12.0,23.0,140.0,5.130434782608695,267.64300537109375,37.5,555.2012939453125,12.45599365234375,0,1,0.9833729216152018,0,2.0,0.02142857142857143,0.0,0.014285714285714285,0,0,2.0,0.0,0,0,0,0,0.6521739130434783,1.0,0.47030878859857483,1.0434782608695652
requirement.,Paragraph,0.0,1.0,9.0,9.0,0,0,12.0,0.5217391304347826,9.0,140.0,9.0,138.0,1.0,12.0,12.0,281.3789978027344,37.5,50.517005920410156,12.365997314453125,0,1,0.9833729216152018,0,0.0,0.0,0.0,0.08333333333333333,0,0,0.0,0.0,0,0,0,0,1.0,1.0,0.513064133016627,0.0
"Water . Do not use tap water or mineral water on carnivorous plants. Rainwater, melted snow or distilled water are ideal. Most carnivorous",Paragraph,0.0,1.0,9.0,9.0,1,0,13.0,0.5652173913043478,9.0,12.0,9.0,82.0,23.0,138.0,5.043478260869565,299.6159973144531,37.5,549.6931762695312,12.45599365234375,0,1,0.9833729216152018,0,2.0,0.028985507246376812,0.0,0.028985507246376812,0,0,2.0,0.0,0,0,0,0,0.6521739130434783,0.7333333333333333,0.5558194774346793,0.8695652173913044
plants require moist to wet soil in the warmer months and less moisture in winter.,Paragraph,0.0,1.0,9.0,9.0,0,0,14.0,0.6086956521739131,9.0,138.0,9.0,138.0,15.0,82.0,4.533333333333333,313.3520202636719,37.5,321.6059875488281,12.365997314453125,0,1,0.9833729216152018,0,0.0,0.0,0.0,0.012195121951219513,0,0,0.0,0.0,0,0,0,0,0.6666666666666666,1.0,0.5985748218527316,0.0
"Soils . Garden soil is not suitable for carnivorous plants. The preferred media for most are live sphagnum moss, dried long-fiber sphagnum",Paragraph,0.0,1.0,9.0,9.0,1,0,15.0,0.6521739130434783,9.0,82.0,9.0,130.0,22.0,138.0,5.318181818181818,331.5880126953125,37.5,552.2224731445312,12.45599365234375,0,1,0.9833729216152018,0,2.0,0.021739130434782608,0.0,0.028985507246376812,0,0,2.0,0.0,0,0,0,0,0.6363636363636364,0.9285714285714286,0.6413301662707839,0.6956521739130435
"moss or a mix of about three parts peat moss to one part clean, sharp sand. Nepenthes prefer a more ""open"" mix, such as long-fiber",Paragraph,0.0,1.0,9.0,9.0,0,0,16.0,0.6956521739130435,9.0,138.0,9.0,91.0,25.0,130.0,4.24,345.3240051269531,37.5,528.63330078125,12.365997314453125,0,1,0.9833729216152018,0,0.0,0.007692307692307693,0.0,0.046153846153846156,0,0,0.0,0.0,0,0,0,0,0.64,0.9375,0.684085510688836,0.0
"sphagnum mixed with horticultural charcoal, perlite, vermiculite or other porous aggregate.",Paragraph,0.0,1.0,9.0,9.0,0,0,17.0,0.7391304347826086,9.0,130.0,9.0,105.0,11.0,91.0,7.363636363636363,359.0610046386719,37.5,359.1360168457031,12.365997314453125,0,1,0.9833729216152018,0,0.0,0.0,0.0,0.03296703296703297,0,0,0.0,0.0,0,0,0,0,0.7272727272727273,1.0,0.7268408551068882,0.0
Temperature . Temperature requirements vary with specis and some require a distinct cool dormancy period.,Paragraph,0.0,1.0,9.0,9.0,1,0,18.0,0.782608695652174,9.0,91.0,9.0,138.0,15.0,105.0,6.066666666666666,377.2969970703125,37.5,433.6470031738281,12.45599365234375,0,1,0.9833729216152018,0,2.0,0.01904761904761905,0.0,0.01904761904761905,0,0,0.0,0.0,0,0,0,0,0.6666666666666666,0.9,0.7695961995249406,0.0
"Feeding . When insects are not available, a one-quarter strength organic fertilizer will benefit plants when actively growing, especieally",Paragraph,0.0,1.0,9.0,9.0,1,0,19.0,0.8260869565217391,9.0,105.0,9.0,99.0,19.0,138.0,6.315789473684211,395.53302001953125,37.5,535.7071533203125,12.45599365234375,0,1,0.9833729216152018,0,2.0,0.014492753623188406,0.0,0.028985507246376812,0,0,2.0,0.0,0,0,0,0,0.631578947368421,1.0,0.8123515439429928,0.34782608695652173
"Nepenthes . Do not feed any with actual meat, aas they are incapable of digesting complex proteins!",Paragraph,0.0,1.0,9.0,9.0,0,0,20.0,0.8695652173913043,9.0,138.0,9.0,105.0,17.0,99.0,4.882352941176471,409.2690124511719,37.5,396.7019958496094,12.365997314453125,0,1,0.9833729216152018,0,0.0,0.020202020202020204,0.0,0.030303030303030304,0,0,0.0,0.0,0,0,0,0,0.5294117647058824,1.0,0.8551068883610451,0.0
You can find out much more about carnivorous plants through the International Carnivorous Plant Society .,Paragraph,0.0,1.0,9.0,9.0,0,0,21.0,0.9130434782608695,9.0,99.0,9.0,62.0,16.0,105.0,5.625,427.5060119628906,7.5,421.7040100097656,12.365997314453125,0,1,0.9833729216152018,0,0.0,0.047619047619047616,0.0,0.009523809523809525,0,0,0.0,0.0,0,0,0,0,0.5,0.875,0.8978622327790973,0.0
