text,page,bbox,font_size,font_name,font_flags,page_height,page_width,block_index,total_blocks,relative_position,font_size_z_score,font_size_percentile,is_largest_font,is_common_font_size,font_size_deviation,is_first_page,is_last_page,page_position_normalized,prev_font_size_diff,prev_text_length,prev_page_diff,next_font_size_diff,next_text_length,next_page_diff,text_length_z_score,is_short_text,is_medium_text,is_long_text,title_score,h1_score,h2_score,h3_score,heading_likelihood,heuristic_class,heuristic_confidence,block_width,block_height,aspect_ratio,sentence_count,avg_sentence_length,word_count,avg_word_length,unique_word_ratio,char_count,alpha_ratio,digit_ratio,punct_ratio,space_ratio,stopword_ratio,bigram_diversity,starts_with_number,ends_with_punct,has_colon,parentheses_count,quote_count,flesch_score,heading_rank,heading_percentile,preliminary_label,label,source_file
"of insurance.  Based on his observations and Jones’s behavior, the officer became",4,"(71.99993896484375, 225.13929748535156, 539.836181640625, 240.75489807128906)",13.199999809265137,CGTimes,4,792.0,612.0,75,272,0.2757352941176471,0.00882352800930164,1.0,True,True,0.0,False,False,0.28426678975423175,0.0,89,0,0.0,88,0,-0.10613113993804658,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.83624267578125,15.6156005859375,29.959542068275447,2,6.0,12,5.75,1.0,81,0.8148148148148148,0.0,0.024691358024691357,0.14814814814814814,0.375,1.0,False,False,False,0,0,0.0,127,0.5367647058823529,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
suspicious that Jones was involved in illegal activity.  Deputy Klunder called for a K-9,4,"(71.99993896484375, 248.53932189941406, 540.0609741210938, 264.1549072265625)",13.199999809265137,CGTimes,4,792.0,612.0,76,272,0.27941176470588236,0.00882352800930164,1.0,True,True,0.0,False,False,0.3138122751255228,0.0,81,0,0.0,88,0,-0.02324611514639745,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.06103515625,15.615585327148438,29.973966735816404,2,7.0,14,5.285714285714286,1.0,88,0.8068181818181818,0.011363636363636364,0.011363636363636364,0.1590909090909091,0.3333333333333333,1.0,False,False,False,0,0,0.0,128,0.5330882352941176,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"unit to come to the scene.  When the K-9 unit arrived, Deputy Klunder told Jones the dog",4,"(72.0, 271.9393310546875, 539.9771118164062, 287.5549011230469)",13.199999809265137,CGTimes,4,792.0,612.0,77,272,0.28308823529411764,0.00882352800930164,1.0,True,True,0.0,False,False,0.34335774123066604,0.0,88,0,0.0,90,0,-0.02324611514639745,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.97711181640625,15.615570068359375,29.96862168769824,2,8.5,17,4.176470588235294,0.7647058823529411,88,0.7613636363636364,0.011363636363636364,0.022727272727272728,0.19318181818181818,0.3157894736842105,1.0,False,False,False,0,0,21.542794117647077,129,0.5294117647058824,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"was going to walk around Jones’s vehicle, and he asked Jones to get out of his car.  Jones",4,"(71.99998474121094, 295.33929443359375, 539.8395385742188, 310.95489501953125)",13.199999809265137,CGTimes,4,792.0,612.0,78,272,0.2867647058823529,0.00882352800930164,1.0,True,True,0.0,False,False,0.37290314953736586,0.0,88,0,0.0,87,0,0.0004353205083594423,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.8395538330078,15.6156005859375,29.959754109894234,2,9.0,18,4.0,0.8888888888888888,90,0.7666666666666667,0.0,0.022222222222222223,0.2,0.4090909090909091,1.0,False,False,False,0,0,28.50000000000003,130,0.5257352941176471,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"appeared to become more nervous.  He rolled up the windows, got out of the vehicle, and",4,"(71.99996948242188, 318.73931884765625, 539.9720458984375, 334.3548889160156)",13.199999809265137,CGTimes,4,792.0,612.0,79,272,0.29044117647058826,0.00882352800930164,1.0,True,True,0.0,False,False,0.4024486349086569,0.0,90,0,0.0,91,0,-0.0350868329737759,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9720764160156,15.615570068359375,29.96829922746345,2,8.0,16,4.4375,0.9375,87,0.7816091954022989,0.0,0.034482758620689655,0.1839080459770115,0.47368421052631576,1.0,False,False,False,0,0,11.00875000000002,131,0.5220588235294118,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
shut the door.  The fact that Jones closed all the windows before exiting the vehicle added,4,"(71.99995422363281, 342.1392822265625, 539.9323120117188, 357.7548828125)",13.199999809265137,CGTimes,4,792.0,612.0,80,272,0.29411764705882354,0.00882352800930164,1.0,True,True,0.0,False,False,0.43199404321535667,0.0,87,0,0.0,86,0,0.01227603833573789,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.93235778808594,15.6156005859375,29.965697138122152,2,8.0,16,4.6875,0.875,91,0.8131868131868132,0.0,0.01098901098901099,0.17582417582417584,0.4117647058823529,1.0,False,False,False,0,0,0.4337500000000034,132,0.5183823529411765,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
to Deputy Klunder’s suspicion.  The dog walked around the vehicle but although the dog,4,"(71.99995422363281, 365.539306640625, 539.9534912109375, 381.1548767089844)",13.199999809265137,CGTimes,4,792.0,612.0,81,272,0.2977941176470588,0.00882352800930164,1.0,True,True,0.0,False,False,0.4615395285866477,0.0,91,0,0.0,88,0,-0.04692755080115434,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9535369873047,15.615570068359375,29.967111987508087,2,7.0,14,5.142857142857143,0.8571428571428571,86,0.813953488372093,0.0,0.011627906976744186,0.16279069767441862,0.35294117647058826,0.9375,False,False,False,0,0,0.0,133,0.5147058823529411,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"appeared to stop and sniff at some areas, the dog did not indicate the presence of drugs",4,"(71.99993896484375, 388.93927001953125, 539.9428100585938, 404.55487060546875)",13.199999809265137,CGTimes,4,792.0,612.0,82,272,0.3014705882352941,0.00882352800930164,1.0,True,True,0.0,False,False,0.49108493689334753,0.0,86,0,0.0,86,0,-0.02324611514639745,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.94287109375,15.6156005859375,29.966370394690557,1,17.0,17,4.235294117647059,0.9411764705882353,88,0.8068181818181818,0.0,0.011363636363636364,0.18181818181818182,0.5,1.0,False,False,False,0,0,10.427058823529421,134,0.5110294117647058,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"in the vehicle.  Nevertheless, Deputy Klunder and the K-9 officer determined the dog’s",4,"(71.99993896484375, 412.33929443359375, 539.38671875, 427.9548645019531)",13.199999809265137,CGTimes,4,792.0,612.0,83,272,0.30514705882352944,0.00882352800930164,1.0,True,True,0.0,False,False,0.5206304222646386,0.0,88,0,0.0,85,0,-0.04692755080115434,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.38677978515625,15.615570068359375,29.930817622354116,2,6.5,13,5.615384615384615,0.8461538461538461,86,0.7906976744186046,0.011627906976744186,0.023255813953488372,0.1511627906976744,0.35294117647058826,1.0,False,False,False,0,0,0.0,135,0.5073529411764706,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"behavior warranted further investigation.  At that point, Deputy Klunder placed Jones",4,"(71.99993896484375, 435.7392578125, 539.9620361328125, 451.3548583984375)",13.199999809265137,CGTimes,4,792.0,612.0,84,272,0.3088235294117647,0.00882352800930164,1.0,True,True,0.0,False,False,0.5501758305713383,0.0,86,0,0.0,92,0,-0.058768268628532794,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.96209716796875,15.6156005859375,29.96760160408996,2,5.5,11,6.7272727272727275,1.0,85,0.8470588235294118,0.0,0.023529411764705882,0.12941176470588237,0.23076923076923078,1.0,False,False,False,0,0,0.0,136,0.5036764705882353,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"under arrest for not having a driver’s license, vehicle registration, or insurance card, and",4,"(71.99993133544922, 459.1392822265625, 539.9271850585938, 474.7548522949219)",13.199999809265137,CGTimes,4,792.0,612.0,85,272,0.3125,0.00882352800930164,1.0,True,True,0.0,False,False,0.5797213159426294,0.0,85,0,0.0,85,0,0.024116756163116336,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.92725372314453,15.615570068359375,29.965428842797703,1,14.0,14,5.642857142857143,1.0,92,0.8152173913043478,0.0,0.03260869565217391,0.14130434782608695,0.42105263157894735,1.0,False,False,False,0,0,0.0,137,0.5,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
for having illegal tint on his front windows.1  The officers then proceeded to search,4,"(71.99993896484375, 475.8720703125, 539.9354248046875, 498.15484619140625)",13.199999809265137,CGTimes,4,792.0,612.0,86,272,0.3161764705882353,0.00882352800930164,1.0,True,True,0.0,False,False,0.6008485736268939,0.0,92,0,0.0,88,0,-0.058768268628532794,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.93548583984375,22.28277587890625,20.999874000564258,1,14.0,14,5.071428571428571,1.0,85,0.8117647058823529,0.011764705882352941,0.011764705882352941,0.16470588235294117,0.5,1.0,False,False,False,0,0,0.0,138,0.4963235294117647,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"Jones’s vehicle.  They opened the doors and the drug dog sniffed the vehicle’s interior,",4,"(71.99990844726562, 505.939208984375, 539.9710693359375, 521.5548095703125)",13.199999809265137,CGTimes,4,792.0,612.0,87,272,0.31985294117647056,0.00882352800930164,1.0,True,True,0.0,False,False,0.6388121325560291,0.0,85,0,0.0,28,0,-0.02324611514639745,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9711608886719,15.6156005859375,29.96818203137825,2,7.0,14,5.285714285714286,0.8571428571428571,88,0.7954545454545454,0.0,0.022727272727272728,0.1590909090909091,0.35,0.9473684210526315,False,False,False,0,0,0.0,139,0.49264705882352944,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
indicating on the glove box.,4,"(71.99992370605469, 529.3392333984375, 221.97645568847656, 544.954833984375)",13.199999809265137,CGTimes,4,792.0,612.0,88,272,0.3235294117647059,0.00882352800930164,1.0,True,True,0.0,False,False,0.6683576179273201,0.0,88,0,0.0,79,0,-0.7336891847891043,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,149.97653198242188,15.6156005859375,9.60427561892701,1,5.0,5,4.8,1.0,28,0.8214285714285714,0.0,0.03571428571428571,0.14285714285714285,0.3333333333333333,1.0,False,True,False,0,0,0.0,140,0.4889705882352941,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"After the dog indicated on the glove box, Deputy Klunder read Jones his Miranda",4,"(107.99992370605469, 552.7392578125, 539.9718627929688, 568.3548583984375)",13.199999809265137,"CGTimes,Italic",4,792.0,612.0,89,272,0.3272058823529412,0.00882352800930164,1.0,True,True,0.0,False,False,0.6979031032986112,0.0,28,0,0.0,88,0,-0.1298125755928035,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,431.97193908691406,15.6156005859375,27.66284503177693,1,14.0,14,4.714285714285714,0.9285714285714286,79,0.8227848101265823,0.0,0.012658227848101266,0.16455696202531644,0.3333333333333333,1.0,False,False,False,0,0,0.0,141,0.4852941176470588,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"rights and asked him for the keys to the glove box.  Jones declined to produce the keys,",4,"(71.99993896484375, 576.1392211914062, 540.414306640625, 591.7548217773438)",13.199999809265137,CGTimes,4,792.0,612.0,90,272,0.33088235294117646,0.00882352800930164,1.0,True,True,0.0,False,False,0.7274485116053109,0.0,79,0,0.0,87,0,-0.02324611514639745,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.41436767578125,15.6156005859375,29.99656433948547,2,8.5,17,4.176470588235294,0.8235294117647058,88,0.7840909090909091,0.0,0.022727272727272728,0.19318181818181818,0.42105263157894735,0.9444444444444444,False,False,False,0,0,21.542794117647077,142,0.48161764705882354,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"so the officers broke open the glove box.  Inside, they found two zippered pouches, one",4,"(71.99993896484375, 599.5391845703125, 539.9657592773438, 615.15478515625)",13.199999809265137,CGTimes,4,792.0,612.0,91,272,0.33455882352941174,0.00882352800930164,1.0,True,True,0.0,False,False,0.7569939199120107,0.0,88,0,0.0,89,0,-0.0350868329737759,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9658203125,15.6156005859375,29.967840028767306,2,7.5,15,4.8,0.9333333333333333,87,0.7931034482758621,0.0,0.034482758620689655,0.1724137931034483,0.2222222222222222,1.0,False,False,False,0,0,0.0,143,0.47794117647058826,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"containing drug paraphernalia, and the other containing a hand scale, some paraphernalia,",4,"(71.99993896484375, 622.939208984375, 540.519287109375, 638.5548095703125)",13.199999809265137,CGTimes,4,792.0,612.0,92,272,0.3382352941176471,0.00882352800930164,1.0,True,True,0.0,False,False,0.7865394052833018,0.0,87,0,-2.3999996185302734,163,0,-0.011405397319019005,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.51934814453125,15.6156005859375,30.003287133666348,1,12.0,12,6.5,0.8333333333333334,89,0.8426966292134831,0.0,0.033707865168539325,0.12359550561797752,0.3333333333333333,0.9285714285714286,False,False,False,0,0,0.0,144,0.4742647058823529,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
1Jones ultimately was not cited for failure to produce proof of insurance because Deputy Klunder later found the insurance verification in the vehicle’s glove box.,4,"(71.99990844726562, 664.6464233398438, 540.1182250976562, 694.1328125)",10.800000190734863,TimesNewRoman,4,792.0,612.0,93,272,0.34191176470588236,-2.391176090520972,0.003676470588235294,False,False,2.3999996185302734,False,False,0.8392000294694997,-2.3999996185302734,89,0,2.3999996185302734,89,1,0.8648077219069861,False,True,False,0,0,0.0,0.0,0.0,Title,0.0,468.1183166503906,29.48638916015625,15.87574233344718,1,25.0,25,5.56,0.92,163,0.8343558282208589,0.006134969325153374,0.006134969325153374,0.147239263803681,0.35714285714285715,1.0,True,True,False,0,0,0.0,272,0.003676470588235294,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
and a plastic bag of white powder that field-tested positive for methamphetamine.  In the,5,"(72.0, 108.13917541503906, 539.950439453125, 123.75477600097656)",13.199999809265137,CGTimes,4,792.0,612.0,94,272,0.34558823529411764,0.00882352800930164,1.0,True,True,0.0,False,False,0.1365393628977766,2.3999996185302734,163,1,0.0,83,0,-0.011405397319019005,False,True,False,4,1,1.0,0.5,4.0,Title,0.6153846153846154,467.950439453125,15.6156005859375,29.96685506124778,2,7.0,14,5.357142857142857,1.0,89,0.8202247191011236,0.0,0.011235955056179775,0.15730337078651685,0.4666666666666667,1.0,False,False,False,0,0,0.0,11,0.9632352941176471,Title,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"vehicle’s trunk, the officers found a black bag containing more methamphetamine and",5,"(72.0, 131.53919982910156, 539.9273071289062, 147.15480041503906)",13.199999809265137,CGTimes,4,792.0,612.0,95,272,0.3492647058823529,0.00882352800930164,1.0,True,True,0.0,False,False,0.16608484826906764,0.0,89,0,0.0,85,0,-0.08244970428328968,False,True,False,2,1,1.0,0.5,2.0,Title,0.4444444444444444,467.92730712890625,15.6156005859375,29.965373701367227,1,12.0,12,6.0,1.0,83,0.8433734939759037,0.0,0.012048192771084338,0.13253012048192772,0.3333333333333333,1.0,False,False,False,0,0,0.0,43,0.8455882352941176,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"paraphernalia.  At 6:08 p.m., Jones was transported to the Cerro Gordo County Jail by",5,"(72.00006103515625, 154.93922424316406, 539.9703979492188, 170.55482482910156)",13.199999809265137,CGTimes,4,792.0,612.0,96,272,0.35294117647058826,0.00882352800930164,1.0,True,True,0.0,False,False,0.19563033364035867,0.0,83,0,0.0,92,0,-0.058768268628532794,False,True,False,2,1,1.0,0.5,2.0,Title,0.4444444444444444,467.9703369140625,15.6156005859375,29.968129265261133,2,7.0,14,5.071428571428571,1.0,85,0.7411764705882353,0.03529411764705882,0.058823529411764705,0.16470588235294117,0.3125,1.0,False,False,True,0,0,0.0,44,0.8419117647058824,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"a another officer.  (See Gov’t Ex. 3)  Thus, a total of forty-three minutes elapsed from the",5,"(72.00006103515625, 178.33924865722656, 539.9736328125, 193.95484924316406)",13.199999809265137,CGTimes,4,792.0,612.0,97,272,0.35661764705882354,0.00882352800930164,1.0,True,True,0.0,False,False,0.2251758190116497,0.0,85,0,0.0,90,0,0.024116756163116336,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.97357177734375,15.6156005859375,29.968336421128335,3,5.333333333333333,16,4.6875,0.9375,92,0.7282608695652174,0.010869565217391304,0.03260869565217391,0.18478260869565216,0.2608695652173913,1.0,False,False,False,2,0,3.140416666666681,145,0.47058823529411764,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
time Deputy Klunder initiated the traffic stop until Jones was transported from the scene.,5,"(72.00007629394531, 201.73927307128906, 540.3946533203125, 217.35487365722656)",13.199999809265137,CGTimes,4,792.0,612.0,98,272,0.3602941176470588,0.00882352800930164,1.0,True,True,0.0,False,False,0.2547213043829407,0.0,92,0,0.0,5,0,0.0004353205083594423,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.3945770263672,15.6156005859375,29.99529697552434,1,14.0,14,5.5,0.9285714285714286,90,0.8444444444444444,0.0,0.011111111111111112,0.14444444444444443,0.3333333333333333,1.0,False,True,False,0,0,0.0,146,0.46691176470588236,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
(Id.),5,"(72.00009155273438, 225.13929748535156, 95.58248901367188, 240.75489807128906)",13.199999809265137,CGTimes,4,792.0,612.0,99,272,0.3639705882352941,0.00882352800930164,1.0,True,True,0.0,False,False,0.28426678975423175,0.0,90,0,0.0,80,0,-1.0060256948188087,True,False,False,3,3,3.0,1.5,3.0,Title,0.2857142857142857,23.5823974609375,15.6156005859375,1.5101819063030104,1,1.0,1,5.0,1.0,5,0.4,0.0,0.2,0.0,0.0,1.0,False,False,False,2,0,0.0,30,0.8933823529411765,H2,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Deputy Klunder then prepared an application for a warrant to search an apartment,5,"(108.00009155273438, 248.53932189941406, 539.9580078125, 264.1549072265625)",13.199999809265137,CGTimes,4,792.0,612.0,100,272,0.36764705882352944,0.00882352800930164,1.0,True,True,0.0,False,False,0.3138122751255228,0.0,5,0,0.0,88,0,-0.11797185776542503,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,431.9579162597656,15.615585327148438,27.661974060542338,1,13.0,13,5.230769230769231,0.9230769230769231,80,0.85,0.0,0.0,0.15,0.46153846153846156,1.0,False,False,False,0,0,0.0,147,0.4632352941176471,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"in Mason City, Iowa.  The application form itself (Gov’t Ex. 1) consisted of five pages.",5,"(72.00006103515625, 271.9393310546875, 540.4945678710938, 287.5549011230469)",13.199999809265137,CGTimes,4,792.0,612.0,101,272,0.3713235294117647,0.00882352800930164,1.0,True,True,0.0,False,False,0.34335774123066604,0.0,80,0,0.0,83,0,-0.02324611514639745,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.4945068359375,15.615570068359375,30.00175496539904,3,5.0,15,4.866666666666666,1.0,88,0.7386363636363636,0.011363636363636364,0.045454545454545456,0.17045454545454544,0.21739130434782608,1.0,False,True,False,2,0,0.0,148,0.45955882352941174,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"It was signed on page 5 by Deputy Klunder, and a Cerro Gordo County magistrate also",5,"(72.00003051757812, 295.33929443359375, 539.9730224609375, 310.95489501953125)",13.199999809265137,CGTimes,4,792.0,612.0,102,272,0.375,0.00882352800930164,1.0,True,True,0.0,False,False,0.37290314953736586,0.0,88,0,0.0,87,0,-0.08244970428328968,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9729919433594,15.6156005859375,29.96829928941629,1,16.0,16,4.25,1.0,83,0.7951807228915663,0.012048192771084338,0.012048192771084338,0.18072289156626506,0.35294117647058826,1.0,False,False,False,0,0,10.820000000000022,149,0.45588235294117646,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
signed on page 5 indicating Deputy Klunder had sworn to the statements contained in the,5,"(72.00003051757812, 318.73931884765625, 539.9505615234375, 334.3548889160156)",13.199999809265137,CGTimes,4,792.0,612.0,103,272,0.3786764705882353,0.00882352800930164,1.0,True,True,0.0,False,False,0.4024486349086569,0.0,83,0,0.0,85,0,-0.0350868329737759,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.9505310058594,15.615570068359375,29.966919488519437,1,15.0,15,4.866666666666666,0.9333333333333333,87,0.8275862068965517,0.011494252873563218,0.0,0.16091954022988506,0.4,1.0,False,False,False,0,0,0.0,150,0.4522058823529412,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
application.  (See also Doc. No. 37)  The address of the apartment appeared on page 2,5,"(72.0001220703125, 342.1392822265625, 539.3609619140625, 357.7548828125)",13.199999809265137,CGTimes,4,792.0,612.0,104,272,0.38235294117647056,0.00882352800930164,1.0,True,True,0.0,False,False,0.43199404321535667,0.0,87,0,0.0,86,0,-0.058768268628532794,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.36083984375,15.6156005859375,29.929097972999383,4,3.75,15,4.6,1.0,85,0.7176470588235294,0.03529411764705882,0.03529411764705882,0.18823529411764706,0.25,1.0,False,False,False,2,0,8.448750000000018,151,0.4485294117647059,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"of the application, along with the description of the location as a “2 story apartment",5,"(72.00015258789062, 365.539306640625, 539.8819580078125, 381.1548767089844)",13.199999809265137,CGTimes,4,792.0,612.0,105,272,0.3860294117647059,0.00882352800930164,1.0,True,True,0.0,False,False,0.4615395285866477,0.0,85,0,0.0,81,0,-0.04692755080115434,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.8818054199219,15.615570068359375,29.962518394890665,1,15.0,15,4.8,0.8,86,0.8023255813953488,0.011627906976744186,0.011627906976744186,0.16279069767441862,0.47058823529411764,0.9375,False,False,False,0,0,0.0,152,0.44485294117647056,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
complex with yellow siding and brick base.”  The apartment itself was noted to be,5,"(72.00009155273438, 388.93927001953125, 539.72021484375, 404.55487060546875)",13.199999809265137,CGTimes,4,792.0,612.0,106,272,0.3897058823529412,0.00882352800930164,1.0,True,True,0.0,False,False,0.49108493689334753,0.0,86,0,0.0,90,0,-0.10613113993804658,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.7201232910156,15.6156005859375,29.952105954363173,1,14.0,14,4.785714285714286,1.0,81,0.8024691358024691,0.0,0.012345679012345678,0.1728395061728395,0.4666666666666667,1.0,False,False,False,0,0,0.0,153,0.4411764705882353,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
“located on an upper floor [on the] West side of the complex.”  (Gov’t Ex. 1 at 2)  Deputy,5,"(72.00007629394531, 412.33929443359375, 540.0108642578125, 427.9548645019531)",13.199999809265137,CGTimes,4,792.0,612.0,107,272,0.39338235294117646,0.00882352800930164,1.0,True,True,0.0,False,False,0.5206304222646386,0.0,81,0,0.0,85,0,0.0004353205083594423,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,468.0107879638672,15.615570068359375,29.970778262662428,2,9.0,18,3.9444444444444446,1.0,90,0.6666666666666666,0.022222222222222223,0.022222222222222223,0.2111111111111111,0.2962962962962963,1.0,False,False,False,2,0,30.850000000000023,154,0.4375,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
Klunder included the following paragraph in support of his belief that probable cause,5,"(72.00009155273438, 435.7392578125, 539.8988647460938, 451.3548583984375)",13.199999809265137,CGTimes,4,792.0,612.0,108,272,0.39705882352941174,0.00882352800930164,1.0,True,True,0.0,False,False,0.5501758305713383,0.0,90,0,0.0,54,0,-0.058768268628532794,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,467.8987731933594,15.6156005859375,29.963546430274462,1,13.0,13,5.615384615384615,1.0,85,0.8588235294117647,0.0,0.0,0.1411764705882353,0.38461538461538464,1.0,False,False,False,0,0,0.0,155,0.4338235294117647,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
existed to support a search warrant for the apartment:,5,"(72.00009155273438, 459.1392822265625, 360.5526123046875, 474.7548522949219)",13.199999809265137,CGTimes,4,792.0,612.0,109,272,0.4007352941176471,0.00882352800930164,1.0,True,True,0.0,False,False,0.5797213159426294,0.0,85,0,0.0,716,0,-0.4258305212772647,False,True,False,0,0,1.0,0.5,1.0,H2,0.6666666666666666,288.5525207519531,15.615570068359375,18.478513399688484,1,9.0,9,5.111111111111111,1.0,54,0.8333333333333334,0.0,0.018518518518518517,0.14814814814814814,0.4,1.0,False,True,True,0,0,0.0,156,0.43014705882352944,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
"FACTS OF WHICH I HAVE PERSONAL KNOWLEDGE: (Provide as many detailed FACTS – not opinions o[r] conclusions – as possible which indicate why this property is subject to a search warrant.) Larry Dean Jones Jr. was arrested on 9/11/04 with a large quantity of suspected methamphetamine in his possession, along with  numerous items of drug paraphernalia, including pipes, scales, baggies, and other items.  Jones also had packaging, consistent with the sale of illegal drugs.  The suspected methamphetamine has tested positive with a field test kit.  Jones was arrested during a traffic stop in the area of 6th St. S.W. and S. Monroe.  Jones was driving his 1997 Pontiac Grand Prix, bearing IA license [number inserted].",5,"(144.00009155273438, 482.53924560546875, 468.53350830078125, 685.3549194335938)",13.199999809265137,CGTimes,4,792.0,612.0,110,272,0.40441176470588236,0.00882352800930164,1.0,True,True,0.0,False,False,0.6092667242493293,0.0,54,0,0.0,177,1,7.412724680447267,False,False,True,0,0,1.0,0.5,1.0,H2,0.6666666666666666,324.5334167480469,202.815673828125,1.6001397260010135,7,16.428571428571427,115,5.191304347826087,0.7913043478260869,716,0.7793296089385475,0.013966480446927373,0.02653631284916201,0.16620111731843576,0.30656934306569344,0.9558823529411765,False,True,True,2,0,0.0,157,0.4264705882352941,Paragraph,Paragraph,CMKTEAMIWZYAZM4XVNX6MDAOWI4G7VD6.pdf
